data_source,nid,file_path,Country,type_of_additional,Group,Site,Year,Prev,N
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Rivers (Pt. Harcourt),1995,1.46,756
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,1,Remaining Pop,Taraba (Bali),1995,8.9,140
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Taraba (Jalingo),1995,1.26,238
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,1,Remaining Pop,Taraba (Wukari),1995,8.9,269
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Taraba (Zing),1995,9.87,223
report,356285,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1995_1996\NGA_SENTINEL_SURVEILLANCE_SURVEY_1995_1996_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Yola,1995,5.25,400
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,2,Remaining Pop,Kaduna  (Saminaka),1992,0,190
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,2,Remaining Pop,Benue  (Makurdi),1992,0.4,250
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,1,Remaining Pop,Benue (Gboko),1992,0.8,239
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,1,Remaining Pop,Benue (Gboko),1994,5,401
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Benue (Otupko),1992,3.7,245
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,2,Remaining Pop,Calabar,1992,0,278
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,2,Remaining Pop,Delta (Agbor),1992,0,206
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Delta (Warri),1992,1.6,191
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Ebonyi (Abakaliki),1992,0.7,151
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,2,Remaining Pop,Edo (Benin City),1992,0,173
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Enugu (Nsukka),1992,4.2,95
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Enugu (Parklane),1992,0.5,200
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Enugu (Parklane),1994,0,91
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,1,Remaining Pop,Ikom,1992,0,75
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Jigawa (Hadejia),1992,5.8,208
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Kaduna  (Kaduna),1992,0.4,240
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Kaduna (Kafanchan),1992,2.3,222
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,1,Remaining Pop,Kano (Kano),1992,2,205
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Kano (Rano),1992,1.2,165
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Lagos  (Badagry),1992,3.4,381
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Lagos (Epe),1992,0,109
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Lagos (Ikeja),1992,2.3,128
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Lagos (Island),1992,1.2,517
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,2,Remaining Pop,Osun  (Oshogbo),1992,0,440
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,1,Remaining Pop,Osun (Ife),1992,0,110
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,2,Remaining Pop,Oyo  (Ogbomosho),1992,0,200
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Oyo (Ibadan),1992,0.2,611
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,1,Remaining Pop,Rivers (Akampa),1992,0,42
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,1,Remaining Pop,Rivers (Ogoja),1992,3.8,26
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,1,Remaining Pop,Sokoto (Illeha),1994,1.8,398
report,356287,J:\DATA\NGA\NATIONAL_HIV_SEROPREVALENCE_SENTINEL_SURVEY\1991_1992\NGA_SENTINEL_SURVEILLANCE_SURVEY_1991_1992_SUM_Y2017M12D21.PDF,NGA,3,Remaining Pop,Sokoto (Sokoto),1994,1.5,300
report,356296,J:\DATA\NER\HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT\NER_HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT_2000_Y2017M12D21.PDF,NER,34,Pop féminine restante,Site 1 : Maradi,1993,0.14,904
report,356296,J:\DATA\NER\HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT\NER_HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT_2000_Y2017M12D21.PDF,NER,3,Pop féminine restante,Site 1 : Maradi,2000,1,400
report,356296,J:\DATA\NER\HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT\NER_HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT_2000_Y2017M12D21.PDF,NER,34,Pop féminine restante,Site 2 : Niamey,1992,1.1,800
report,356296,J:\DATA\NER\HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT\NER_HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT_2000_Y2017M12D21.PDF,NER,34,Pop féminine restante,Site 2 : Niamey,1993,1.2,400
report,356296,J:\DATA\NER\HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT\NER_HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT_2000_Y2017M12D21.PDF,NER,2,Pop féminine restante,Site 2 : Niamey,1995,0.6,680
report,356296,J:\DATA\NER\HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT\NER_HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT_2000_Y2017M12D21.PDF,NER,34,Pop féminine restante,Site 2 : Niamey,1999,1.76,399
report,356296,J:\DATA\NER\HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT\NER_HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT_2000_Y2017M12D21.PDF,NER,3,Pop féminine restante,Site 2 : Niamey,2000,2,400
report,356296,J:\DATA\NER\HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT\NER_HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT_2000_Y2017M12D21.PDF,NER,34,Pop féminine restante,Site 3 : Tahoua,1992,1.4,650
report,356296,J:\DATA\NER\HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT\NER_HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT_2000_Y2017M12D21.PDF,NER,34,Pop féminine restante,Site 3 : Tahoua,1995,1.19,640
report,356296,J:\DATA\NER\HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT\NER_HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT_2000_Y2017M12D21.PDF,NER,3,Pop féminine restante,Site 3 : Tahoua,1999,5,400
report,356296,J:\DATA\NER\HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT\NER_HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT_2000_Y2017M12D21.PDF,NER,34,Pop féminine restante,Site 3 : Tahoua,2000,4.25,400
report,356296,J:\DATA\NER\HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT\NER_HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT_2000_Y2017M12D21.PDF,NER,34,Pop féminine restante,Site 4 : Zinder,1994,0.6,172
report,356296,J:\DATA\NER\HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT\NER_HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT_2000_Y2017M12D21.PDF,NER,3,Pop féminine restante,Site 4 : Zinder,1999,1.5,400
report,356296,J:\DATA\NER\HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT\NER_HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT_2000_Y2017M12D21.PDF,NER,3,Pop féminine restante,Site 4 : Zinder,2000,2,400
report,356296,J:\DATA\NER\HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT\NER_HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT_2000_Y2017M12D21.PDF,NER,34,Pop féminine restante,Site 5 : Agadez,1997,4.68,395
report,356296,J:\DATA\NER\HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT\NER_HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT_2000_Y2017M12D21.PDF,NER,3,Pop féminine restante,Site  6 : Dosso,2000,2.5,400
report,356296,J:\DATA\NER\HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT\NER_HIV_EPIDEMIOLOGICAL_SURVEILLANCE_REPORT_2000_Y2017M12D21.PDF,NER,3,Pop féminine restante,Site7 : Konni,2000,5.5,400
report,356349,J:\DATA\RWA\HIV_SENTINEL_SURVEILLANCE_SURVEY\2002\RWA_HIV_SENTINEL_SURVEILLANCE_SURVEY_2002_PREVALENCE_BY_SITE_FR_Y2017M12D21.PDF,RWA,4,Urban,"""Byumba (%)""",1998,7.1,414
report,356349,J:\DATA\RWA\HIV_SENTINEL_SURVEILLANCE_SURVEY\2002\RWA_HIV_SENTINEL_SURVEILLANCE_SURVEY_2002_REP_Y2017M12D21.PDF,RWA,2,Urban,GIHEMBE  ,2002,1.5,267
report,356353,J:\DATA\RWA\HIV_SENTINEL_SURVEILLANCE_SURVEY\2005\RWA_HIV_SENTINEL_SURVEILLANCE_SURVEY_2005_REP_FR_Y2017M12D21.PDF,RWA,5,Rural,"""Mashesha (%)""",2005,0.9,548
report,356362,J:\DATA\SEN\EPIDEMIOLOGICAL_DATA_OF_HIV_AIDS_REPORT\SEN_EPIDEMIOLOGICAL_DATA_OF_HIV_AIDS_2004_2005_Y2017M12D21.PDF,SEN,3,Pop féminine restante,FATICK (%),2004,0.8,651
report,356362,J:\DATA\SEN\EPIDEMIOLOGICAL_DATA_OF_HIV_AIDS_REPORT\SEN_EPIDEMIOLOGICAL_DATA_OF_HIV_AIDS_2004_2005_Y2017M12D21.PDF,SEN,3,Pop féminine restante,KOLDA (%),2004,3,528
report,356362,J:\DATA\SEN\EPIDEMIOLOGICAL_DATA_OF_HIV_AIDS_REPORT\SEN_EPIDEMIOLOGICAL_DATA_OF_HIV_AIDS_2004_2005_Y2017M12D21.PDF,SEN,3,Pop féminine restante,ZIGUINCHOR (%),2004,3.4,759
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,DAKAR (%),1989,0.5,175
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,DAKAR (%),1990,2.1,182
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,DAKAR (%),1991,1.3,379
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,DAKAR (%),1992,0.2,404
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,DAKAR (%),1994,0.5,255
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,DAKAR (%),1995,1.3,318
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,3,Pop féminine restante,DAKAR (%),1996,0.3,377
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,3,Pop féminine restante,DAKAR (%),1997,0.43,233
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,DAKAR (%),1998,2.1,183
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,DAKAR (%),2001,0.7,788
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,FATICK (%),1998,1.4,774
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,FATICK (%),1999,0.9,753
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,FATICK (%),2000,0,303
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,3,Pop féminine restante,KAOLACK (%),1989,0.5,187
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,KAOLACK (%),1990,2,496
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,KAOLACK (%),1991,1.7,240
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,KAOLACK (%),1993,2.3,131
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,KAOLACK (%),1994,1.45,359
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,KAOLACK (%),1996,0.45,1497
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,KAOLACK (%),1997,1.3,1418
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,KAOLACK (%),1998,1.2,978
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,KAOLACK (%),1999,2.2,404
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,KAOLACK (%),2000,1.2,601
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,KAOLACK (%),2001,1.1,622
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,3,Pop féminine restante,LOUGA (%),1998,0.4,269
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,LOUGA (%),1999,0.9,566
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,3,Pop féminine restante,LOUGA (%),2000,0.7,273
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,2,Pop féminine restante,MBOUR (%),1994,1.6,393
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,2,Pop féminine restante,MBOUR (%),1995,2.7,115
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,2,Pop féminine restante,MBOUR (%),1996,0.6,161
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,3,Pop féminine restante,SAINT LOUIS (%),1990,0.2,603
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,3,Pop féminine restante,SAINT LOUIS (%),1991,0.2,501
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,3,Pop féminine restante,SAINT LOUIS (%),1998,0.2,477
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,3,Pop féminine restante,SAINT LOUIS (%),1999,0.3,1369
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,2,Pop féminine restante,THIES (%),1994,0.6,313
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,2,Pop féminine restante,THIES (%),1996,0,687
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,2,Pop féminine restante,THIES (%),1997,0.3,1085
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,3,Pop féminine restante,THIES (%),1998,0.5,189
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,ZIGUINCHOR (%),1989,2.7,188
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,ZIGUINCHOR (%),1990,2,825
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,ZIGUINCHOR (%),1991,1,954
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,ZIGUINCHOR (%),1992,1.7,792
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,ZIGUINCHOR (%),1993,2.65,730
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,ZIGUINCHOR (%),1994,1.6,731
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,ZIGUINCHOR (%),1995,0,449
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,ZIGUINCHOR (%),1996,0.8,846
report,356379,J:\DATA\SEN\HIV_PREVALENCE\SEN_HIV_PREVALENCE_MEN_PREGNANT_WOMEN_BY_REGION_1989_2002_Y2017M12D21.PDF,SEN,34,Pop féminine restante,ZIGUINCHOR (%),1997,2.43,903
